DateTime,STATION_CURRENT_PUMP1,STATION_HZ_PUMP1,STATION_SPEED_PUMP1,TIME_RUN_PUMP1,STATION_CURRENT_PUMP2,STATION_HZ_PUMP2,STATION_SPEED_PUMP2,TIME_RUN_PUMP2,STATION_CURRENT_PUMP3,STATION_HZ_PUMP3,STATION_SPEED_PUMP3,TIME_RUN_PUMP3,STATION_CURRENT_PUMP4,STATION_HZ_PUMP4,STATION_SPEED_PUMP4,TIME_RUN_PUMP4,MASTER_TOTAL_ROUGH_WATER,MASTER_FLOW_NUOC_THO,MASTER_DUC_NUOC_THO,DO,MASTER_PH,MASTER_CLO_DU1,((CloAnalys1)),MASTER_DO_TRONG_NUOC_SACH,CHEMICAL_ACTUAL_CURRENT_PAC1,CHEMICAL_ACTUAL_HZ_PAC1,CHEMICAL_ACTUAL_SPEED_PAC1,TIME_RUN_PAC1,CHEMICAL_ACTUAL_CURRENT_PAC2,CHEMICAL_ACTUAL_HZ_PAC2,CHEMICAL_ACTUAL_SPEED_PAC2,TIME_RUN_PAC2,TOTAL_LL_PAC,FEB_LUU_LUONG_PAC,CHEMICAL_ACTUAL_CURRENT_POL1,CHEMICAL_HZ_POL1,CHEMICAL_ACTUAL_SPEED_POL1,TIME_RUN_POL1,CHEMICAL_ACTUAL_CURRENT_POL2,CHEMICAL_HZ_POL2,CHEMICAL_ACTUAL_SPEED_POL2,TIME_RUN_POL2,TONG_LL_KMNO4,CHEMICAL_SQL_LUU_LUONG_KMNO4,CHEMICAL_ACTUAL_CURRENT_JAVEN1,CHEMICAL_ACTUAL_HZ_JAVEN1,CHEMICAL_ACTUAL_SPEED_JAVEN1,TIME_RUN_JAVEN1,CHEMICAL_ACTUAL_CURRENT_JAVEN2,CHEMICAL_ACTUAL_HZ_JAVEN2,CHEMICAL_ACTUAL_SPEED_JAVEN2,TIME_RUN_JAVEN2,TOTAL_LL_JAVEN,FEB_LUU_LUONG_JAVEN,STATION2_CURRENT_PUMP1,STATION2_HZ_PUMP1,STATION2_SPEED_PUMP1,PUMP1_RUN,STATION2_CURRENT_PUMP2,STATION2_HZ_PUMP2,STATION2_SPEED_PUMP2,PUMP2_RUN,STATION2_CURRENT_PUMP3,STATION2_HZ_PUMP3,STATION2_SPEED_PUMP3,PUMP3_RUN,STATION2_CURRENT_PUMP4,STATION2_HZ_PUMP4,STATION2_SPEED_PUMP4,PUMP4_RUN,STATION2_CURRENT_PUMP5,STATION2_HZ_PUMP5,STATION2_SPEED_PUMP5,PUMP5_RUN,DATA_TOTAL_CLEAN_WATER,DATA_FLOW_CLEAN_WATER,DATA_PRESSURE_TOTAL,DATA_LEVEL_CLEAR_WATER,DATA_CLO_DU2,((CloAnalys2)),TA_CURRENT_PUMP1,TA_HZ_PUMP1,TA_SPEED_PUMP1,TIME_PUMP1_RUN,TA_CURRENT_PUMP2,TA_HZ_PUMP2,TA_SPEED_PUMP2,TIME_PUMP2_RUN,TA_CURRENT_PUMP3,TA_HZ_PUMP3,TA_SPEED_PUMP3,TIME_PUMP3_RUN,TA_CURRENT_PUMP4,TA_HZ_PUMP4,TA_SPEED_PUMP4,TIME_PUMP4_RUN,TA_CURRENT_PUMP5,TA_HZ_PUMP5,TA_SPEED_PUMP5,TIME_PUMP5_RUN,LUU_LUONG_TONG,LUU_LUONG_TUC_THOI,AP_LUC_DAU_VAO,AP_LUC_DAU_RA,MUC_NUOC_BE,MUC_NUOC_BE_2,CLO_DU1
20250610_000036,0.6681519,0,0,33.95,0,0,0,0,1.501465E-02,0,0,0,186.6193,42.72208,1276.897,--,1.614457E+07,967.7372,18.73553,3.862847,7.731193,-6.094474E-02,--,0.2929688,9.338378E-04,0,0,81.41666,0.3583136,47.49756,1329.932,71.03333,1024898,180.5556,0,0,0,0,0,--,0,90.65,360565,0,5.603028E-04,0,0,78.65,0.3509363,42.50183,1189.88,75.58334,1189292,191.6956,0.0369873,0,0,4903.15,0.0369873,0,0,7565.3,7.128906E-02,0,0,10071.18,102.6384,42.49573,1265.614,12254.87,1.217041E-02,0,0,5551.783,1.592126E+07,298.0281,4.064308,2.167744,0.1973018,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,53.46667,78.22192,39.97498,1191.182,50.95,0.0534668,0,0,46.2,7106477,202.5463,3.796484,4.023799,3.929442,3.967578,-2.712674E-03
20250610_000135,0.6906738,0,0,33.95,0,0,0,0,1.501465E-02,0,0,0,186.7163,42.72457,1277.078,--,1.614459E+07,958.478,18.69936,3.866464,7.731193,-6.239149E-02,--,0.3002025,9.338378E-04,0,0,81.41666,0.3583136,47.50061,1329.932,71.05,1024901,179.8683,0,0,0,0,0,--,0,90.65,360565,0,5.603028E-04,0,0,78.65,0.3542981,42.49573,1189.88,75.6,1189296,254.8466,0.0369873,0,0,4903.15,4.931641E-02,0,0,7565.3,7.128906E-02,0,0,10071.18,103.0662,42.49268,1265.614,12254.88,1.217041E-02,0,0,5551.783,1.592127E+07,297.2338,4.058521,2.17071,0.198206,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,53.46667,77.99023,39.98108,1191.182,50.96667,0.0534668,0,0,46.2,7106481,202.0399,3.802633,4.023076,3.912985,3.957552,1.085069E-03
20250610_000236,0.6606445,0,0,33.95,0,0,0,0,1.501465E-02,0,0,0,186.6516,42.71711,1276.806,--,1.61446E+07,956.6696,19.02489,3.835721,7.734736,-6.184896E-02,--,0.2567998,8.404541E-04,0,0,81.41666,0.3583136,47.50061,1329.932,71.06667,1024904,178.9641,0,0,0,0,0,--,0,90.65,360565,0,5.603028E-04,0,0,78.65,0.3512164,42.49878,1189.88,75.61667,1189300,201.9314,4.931641E-02,0,0,4903.15,4.931641E-02,0,0,7565.3,7.128906E-02,0,0,10071.18,102.5137,42.49268,1265.614,12254.9,1.217041E-02,0,0,5551.783,1.592127E+07,294.7627,4.074436,2.194141,0.2001953,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,53.46667,78.40015,39.99634,1191.182,50.98333,0.0534668,0,0,46.2,7106484,202.3293,3.822888,4.002821,3.922389,3.95664,-3.436053E-03
20250610_000335,0.6456299,0,0,33.95,0,0,0,0,1.501465E-02,0,0,0,186.3928,42.73699,1276.988,--,1.614462E+07,964.8438,18.73553,3.857422,7.738281,-6.311487E-02,--,0.2748843,8.404541E-04,0,0,81.41666,0.358407,47.49756,1329.932,71.08334,1024907,179.3981,0,0,0,0,0,--,0,90.65,360565,0,5.603028E-04,0,0,78.65,0.3537378,42.50183,1189.88,75.63333,1189304,312.717,4.931641E-02,0,0,4903.15,4.931641E-02,0,0,7565.3,7.128906E-02,0,0,10071.18,102.2998,42.49268,1265.614,12254.92,1.217041E-02,0,0,5551.783,1.592128E+07,290.9679,4.072628,2.216236,0.2012804,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,53.46667,78.18628,39.98413,1191.182,51,0.0534668,0,0,46.2,7106488,202.3293,3.813846,4.022352,3.896708,3.947678,-5.063657E-03
20250610_000436,0.6306152,0,0,33.95,0,0,0,0,1.501465E-02,0,0,0,182.2845,42.71215,1278.982,--,1.614463E+07,965.0608,18.55469,3.844763,7.748408,-6.239149E-02,--,0.2821181,8.404541E-04,0,0,81.41666,0.3583136,47.49756,1329.932,71.1,1024910,179.7598,0,0,0,0,0,--,0,90.65,360565,0,5.603028E-04,0,0,78.65,0.3516833,42.49573,1189.88,75.65,1189308,198.2784,0.0369873,0,0,4903.15,4.931641E-02,0,0,7565.3,7.128906E-02,0,0,10071.18,102.3176,42.50183,1265.614,12254.93,1.217041E-02,0,0,5551.783,1.592128E+07,286.5553,4.093605,2.223206,0.2027272,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,53.46667,78.29321,40.02075,1191.182,51.01667,0.0534668,0,0,46.2,7106491,203.8484,3.822526,4.015119,3.912442,3.942057,-9.042245E-04
20250610_000536,0.6381226,0,0,33.95,0,0,0,0,1.501465E-02,0,0,0,186.6516,42.72208,1277.078,--,1.614465E+07,961.0099,19.27807,3.855613,7.745876,-6.275318E-02,--,0.2423322,8.404541E-04,0,0,81.41666,0.3582202,47.49756,1329.932,71.11667,1024913,180.013,0,0,0,0,0,--,0,90.65,360565,0,5.603028E-04,0,0,78.65,0.3528039,42.50183,1189.88,75.66666,1189312,244.9725,4.931641E-02,0,0,4903.15,4.931641E-02,0,0,7565.3,7.128906E-02,0,0,10071.18,102.2285,42.49573,1265.614,12254.95,1.217041E-02,0,0,5551.783,1.592129E+07,286.3788,4.097222,2.228841,0.1994719,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,53.46667,77.90112,40.0116,1191.182,51.03333,0.0534668,0,0,46.2,7106494,203.4867,3.810591,4.022714,3.903219,3.934006,-3.255208E-03
20250610_000635,0.6756592,0,0,33.95,0,0,0,0,1.501465E-02,0,0,0,186.2311,42.72208,1277.441,--,1.614467E+07,972.2222,19.35041,3.864656,7.740813,-6.293403E-02,--,0.2350984,8.404541E-04,0,0,81.41666,0.358407,47.49756,1329.932,71.13333,1024916,180.3747,0,0,0,0,0,--,0,90.65,360565,0,5.603028E-04,0,0,78.65,0.3528039,42.49268,1189.88,75.68333,1189317,198.5677,0.0369873,0,0,4903.15,4.931641E-02,0,0,7565.3,0.0534668,0,0,10071.18,101.8899,42.49573,1265.614,12254.97,1.217041E-02,0,0,5551.783,1.592129E+07,284.6137,4.102286,2.245895,0.1976635,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,53.46667,77.95459,39.99939,1191.182,51.05,0.0534668,0,0,46.2,7106498,196.1082,3.845313,4.027778,3.88622,3.928537,-1.808449E-03
20250610_000736,0.6456299,0,0,33.95,0,0,0,0,1.501465E-02,0,0,0,186.9427,42.73202,1277.169,--,1.614468E+07,965.0608,18.80787,3.861039,7.740306,-6.311487E-02,--,0.2242477,8.404541E-04,0,0,81.41666,0.3585004,47.49756,1329.932,71.15,1024919,180.8811,0,0,0,0,0,--,0,90.65,360565,0,5.603028E-04,0,0,78.65,0.3519635,42.50183,1189.88,75.7,1189321,309.3533,0.0369873,0,0,4903.15,0.0369873,0,0,7565.3,7.128906E-02,0,0,10071.18,101.177,42.50183,1265.614,12254.98,1.217041E-02,0,0,5551.783,1.59213E+07,281.0836,4.113136,2.249899,0.1980252,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,53.46667,77.31299,39.99329,1191.182,51.06667,0.0534668,0,0,46.2,7106501,191.8403,3.859057,4.080946,3.882784,3.926866,-5.063657E-03
20250610_000836,0.6831665,0,0,33.95,0,0,0,0,2.252197E-02,0,0,0,186.3281,42.72953,1276.897,--,1.61447E+07,961.5162,18.98872,3.817636,7.733724,-0.0636574,--,0.2748843,0.5614233,49.49951,1385.901,81.43333,5.603028E-04,0,0,71.16666,1024923,174.8047,0,0,0,0,0,--,1119.983,90.65,360566,133.3189,0.3563525,44.00024,1231.921,78.65,4.669189E-04,0,0,75.71667,1189326,316.8764,0.0369873,0,0,4903.15,4.931641E-02,0,0,7565.3,7.128906E-02,0,0,10071.18,101.1592,42.50183,1265.614,12255,1.217041E-02,0,0,5551.783,1.59213E+07,285.1432,4.117838,2.28623,0.2009187,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,53.46667,77.61597,40.0116,1191.182,51.08333,0.0534668,0,0,46.2,7106505,192.9254,3.852546,4.035373,3.881699,3.910612,-3.978588E-03
20250610_000936,0.6381226,0,0,33.95,0,0,0,0,2.252197E-02,0,0,0,186.5222,42.72208,1277.26,--,1.614472E+07,963.3246,18.80787,3.776042,7.740813,-5.913628E-02,--,0.2531829,0.5627307,49.49951,1385.901,81.45,4.669189E-04,0,0,71.16666,1024925,176.794,0,0,0,0,0,--,1119.983,90.66666,360567,128.8339,0.3565393,43.99719,1231.921,78.66666,4.669189E-04,0,0,75.71667,1189330,210.8652,4.931641E-02,0,0,4903.15,4.931641E-02,0,0,7565.3,7.128906E-02,0,0,10071.18,100.9453,42.50183,1265.614,12255.02,1.217041E-02,0,0,5551.783,1.59213E+07,280.3776,4.11603,2.278223,0.2009187,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,53.46667,77.68726,40.00244,1191.182,51.1,0.0534668,0,0,46.2,7106507,198.3507,3.866652,4.032841,3.867954,3.908789,-1.446759E-03
20250610_001036,0.6681519,0,0,33.95,0,0,0,0,1.501465E-02,0,0,0,186.2634,42.72208,1276.716,--,1.614473E+07,956.4526,18.98872,3.779659,7.728661,-6.329572E-02,--,0.2567998,0.5631042,49.49951,1385.901,81.46667,4.669189E-04,0,0,71.16666,1024928,175.6727,0,0,0,0,0,--,1119.983,90.68333,360570,134.7295,0.3556055,44.0033,1231.921,78.68333,5.603028E-04,0,0,75.71667,1189334,193.07,0.0369873,0,0,4903.15,4.931641E-02,0,0,7565.3,7.128906E-02,0,0,10071.18,101.0879,42.49573,1265.614,12255.03,1.217041E-02,0,0,5551.783,1.592131E+07,280.2011,4.123625,2.289196,0.202908,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,53.46667,77.27734,40.0238,1191.182,51.11666,0.0534668,0,0,46.2,7106511,198.206,3.848568,4.039352,3.874646,3.908029,-1.627604E-03
20250610_001135,0.6531372,0,0,33.95,0,0,0,0,1.501465E-02,0,0,0,186.3605,42.70966,1276.716,--,1.614475E+07,954.2824,19.16956,3.752532,7.723091,-6.275318E-02,--,0.2531829,0.562077,49.49951,1385.901,81.48333,4.669189E-04,0,0,71.16666,1024931,173.792,0,0,0,0,0,--,1119.983,90.7,360572,131.1849,0.3545782,43.99414,1231.921,78.7,5.603028E-04,0,0,75.71667,1189339,234.0133,0.0369873,0,0,4903.15,4.931641E-02,0,0,7565.3,7.128906E-02,0,0,10071.18,100.981,42.49573,1265.614,12255.05,1.217041E-02,0,0,5551.783,1.592131E+07,279.1421,4.113498,2.308178,0.2056207,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,53.46667,77.50903,40.00854,1191.182,51.13334,0.0534668,0,0,46.2,7106514,197.555,3.871716,4.03899,3.868316,3.903016,2.893519E-03
