DateTime,STATION_CURRENT_PUMP1,STATION_HZ_PUMP1,STATION_SPEED_PUMP1,TIME_RUN_PUMP1,STATION_CURRENT_PUMP2,STATION_HZ_PUMP2,STATION_SPEED_PUMP2,TIME_RUN_PUMP2,STATION_CURRENT_PUMP3,STATION_HZ_PUMP3,STATION_SPEED_PUMP3,TIME_RUN_PUMP3,STATION_CURRENT_PUMP4,STATION_HZ_PUMP4,STATION_SPEED_PUMP4,TIME_RUN_PUMP4,MASTER_TOTAL_ROUGH_WATER,MASTER_FLOW_NUOC_THO,MASTER_DUC_NUOC_THO,DO,MASTER_PH,MASTER_CLO_DU1,((CloAnalys1)),MASTER_DO_TRONG_NUOC_SACH,CHEMICAL_ACTUAL_CURRENT_PAC1,CHEMICAL_ACTUAL_HZ_PAC1,CHEMICAL_ACTUAL_SPEED_PAC1,TIME_RUN_PAC1,CHEMICAL_ACTUAL_CURRENT_PAC2,CHEMICAL_ACTUAL_HZ_PAC2,CHEMICAL_ACTUAL_SPEED_PAC2,TIME_RUN_PAC2,TOTAL_LL_PAC,FEB_LUU_LUONG_PAC,CHEMICAL_ACTUAL_CURRENT_POL1,CHEMICAL_HZ_POL1,CHEMICAL_ACTUAL_SPEED_POL1,TIME_RUN_POL1,CHEMICAL_ACTUAL_CURRENT_POL2,CHEMICAL_HZ_POL2,CHEMICAL_ACTUAL_SPEED_POL2,TIME_RUN_POL2,TONG_LL_KMNO4,CHEMICAL_SQL_LUU_LUONG_KMNO4,CHEMICAL_ACTUAL_CURRENT_JAVEN1,CHEMICAL_ACTUAL_HZ_JAVEN1,CHEMICAL_ACTUAL_SPEED_JAVEN1,TIME_RUN_JAVEN1,CHEMICAL_ACTUAL_CURRENT_JAVEN2,CHEMICAL_ACTUAL_HZ_JAVEN2,CHEMICAL_ACTUAL_SPEED_JAVEN2,TIME_RUN_JAVEN2,TOTAL_LL_JAVEN,FEB_LUU_LUONG_JAVEN,STATION2_CURRENT_PUMP1,STATION2_HZ_PUMP1,STATION2_SPEED_PUMP1,PUMP1_RUN,STATION2_CURRENT_PUMP2,STATION2_HZ_PUMP2,STATION2_SPEED_PUMP2,PUMP2_RUN,STATION2_CURRENT_PUMP3,STATION2_HZ_PUMP3,STATION2_SPEED_PUMP3,PUMP3_RUN,STATION2_CURRENT_PUMP4,STATION2_HZ_PUMP4,STATION2_SPEED_PUMP4,PUMP4_RUN,STATION2_CURRENT_PUMP5,STATION2_HZ_PUMP5,STATION2_SPEED_PUMP5,PUMP5_RUN,DATA_TOTAL_CLEAN_WATER,DATA_FLOW_CLEAN_WATER,DATA_PRESSURE_TOTAL,DATA_LEVEL_CLEAR_WATER,DATA_CLO_DU2,((CloAnalys2)),TA_CURRENT_PUMP1,TA_HZ_PUMP1,TA_SPEED_PUMP1,TIME_PUMP1_RUN,TA_CURRENT_PUMP2,TA_HZ_PUMP2,TA_SPEED_PUMP2,TIME_PUMP2_RUN,TA_CURRENT_PUMP3,TA_HZ_PUMP3,TA_SPEED_PUMP3,TIME_PUMP3_RUN,TA_CURRENT_PUMP4,TA_HZ_PUMP4,TA_SPEED_PUMP4,TIME_PUMP4_RUN,TA_CURRENT_PUMP5,TA_HZ_PUMP5,TA_SPEED_PUMP5,TIME_PUMP5_RUN,LUU_LUONG_TONG,LUU_LUONG_TUC_THOI,AP_LUC_DAU_VAO,AP_LUC_DAU_RA,MUC_NUOC_BE,MUC_NUOC_BE_2,CLO_DU1
20250607_000031,0.6831665,0,0,18.25,0,0,0,0,2.252197E-02,0,0,0,182.8668,42.2352,1262.667,--,1.609203E+07,961.3715,18.193,4.560909,8.211733,-6.184896E-02,--,0.3110532,0.5594622,49.49951,1385.901,47.05,5.603028E-04,0,0,43.35,1013961,174.226,0,0,0,0,0,--,1189.966,55.86666,355658,139.6484,5.603028E-04,0,0,47.71667,0.3527106,48.49854,1357.874,47.56667,1173047,325.2676,4.931641E-02,0,0,4893.017,0.0369873,0,0,7555.967,130.6907,48.99902,1459.1,10021.87,145.7327,48.0072,1428.564,12217.12,1.217041E-02,0,0,5551.783,1.586925E+07,995.7509,4.384404,2.15514,0.2108652,--,0,0,0,0,5.310059E-03,0,0,8.05,0.0534668,0,0,29.1,79.4873,42.50793,1265.614,31.03333,0.0534668,0,0,29.93333,7082153,182.5087,0.4501302,4.509187,3.18418,3.183572,-6.872106E-03
20250607_000130,0.6005859,0,0,18.25,0,0,0,0,2.252197E-02,0,0,0,183.9343,42.22277,1262.032,--,1.609204E+07,965.8565,19.02489,4.5591,8.213252,-6.311487E-02,--,0.4340278,0.5605829,49.49951,1385.901,47.06667,5.603028E-04,0,0,43.35,1013963,174.877,0,0,0,0,0,--,1189.966,55.88334,355661,138.7442,5.603028E-04,0,0,47.71667,0.3518701,48.49854,1357.874,47.58333,1173051,354.3475,0.0369873,0,0,4893.017,0.0369873,0,0,7555.967,129.6748,48.99902,1459.1,10021.88,145.7861,47.98584,1429.018,12217.13,1.217041E-02,0,0,5551.783,1.586926E+07,1006.076,4.373192,2.131264,0.2074291,--,0,0,0,0,5.310059E-03,0,0,8.05,0.0534668,0,0,29.1,79.93286,42.49878,1265.614,31.05,0.0534668,0,0,29.93333,7082156,183.8108,0.4559173,4.529442,3.203168,3.20332,-1.265914E-03
20250607_000229,0.6306152,0,0,18.25,0,0,0,0,2.252197E-02,0,0,0,182.608,42.2178,1262.486,--,1.609206E+07,963.614,19.09722,4.560909,8.206163,-6.311487E-02,--,0.2893519,0.558902,49.49951,1385.901,47.08333,5.603028E-04,0,0,43.35,1013966,176.36,0,0,0,0,0,--,1189.966,55.9,355663,140.6973,5.603028E-04,0,0,47.71667,0.3521503,48.49854,1357.874,47.6,1173056,286.8924,0.0369873,0,0,4893.017,0.0369873,0,0,7555.967,130.7798,48.99902,1459.1,10021.9,145.9287,47.95837,1428.473,12217.15,1.217041E-02,0,0,5551.783,1.586928E+07,1008.9,4.388021,2.160182,0.2090567,--,0,0,0,0,5.310059E-03,0,0,8.05,0.0534668,0,0,29.1,79.87939,42.49878,1265.614,31.06667,0.0534668,0,0,29.93333,7082158,183.1597,0.4551939,4.510272,3.222157,3.214713,-5.425347E-04
20250607_000329,0.6681519,0,0,18.25,0,0,0,0,2.252197E-02,0,0,0,183.6108,42.22774,1262.304,--,1.609207E+07,967.665,18.62703,4.557292,8.206163,-6.293403E-02,--,0.3870081,0.5615167,49.49951,1385.901,47.1,5.603028E-04,0,0,43.35,1013969,175.2387,0,0,0,0,0,--,0,55.9,355664,0,5.603028E-04,0,0,47.71667,0.3528973,48.49854,1357.874,47.61666,1173061,349.103,0.0369873,0,0,4893.017,0.0369873,0,0,7555.967,130.4768,48.99902,1459.1,10021.92,145.9287,47.98889,1428.473,12217.17,1.217041E-02,0,0,5551.783,1.586929E+07,992.662,4.39851,2.119253,0.2081525,--,0,0,0,0,5.310059E-03,0,0,8.05,0.0534668,0,0,29.1,79.64771,42.51099,1265.614,31.08333,0.0534668,0,0,29.93333,7082161,181.4236,0.4606192,4.52908,3.238976,3.244184,0
20250607_000429,0.6381226,0,0,18.25,0,0,0,0,2.252197E-02,0,0,0,183.158,42.22774,1262.304,--,1.609209E+07,962.4566,18.33768,4.5591,8.196542,-6.239149E-02,--,0.4231771,0.5600226,49.49951,1385.901,47.11666,5.603028E-04,0,0,43.35,1013972,175.9621,0,0,0,0,0,--,0,55.9,355664,0,5.603028E-04,0,0,47.71667,0.3528039,48.49854,1357.874,47.63334,1173066,332.5014,0.0369873,0,0,4893.017,0.0369873,0,0,7555.967,129.6392,48.99902,1459.1,10021.93,145.5544,47.96143,1427.837,12217.18,1.217041E-02,0,0,5551.783,1.586931E+07,996.3687,4.380064,2.151432,0.2065249,--,0,0,0,0,5.310059E-03,0,0,8.05,0.0534668,0,0,29.1,79.29126,42.52014,1265.614,31.1,0.0534668,0,0,29.93333,7082164,179.2535,0.4588108,4.546803,3.258326,3.265451,-2.350984E-03
20250607_000529,0.6681519,0,0,18.25,0,0,0,0,2.252197E-02,0,0,0,183.7402,42.23022,1262.123,--,1.60921E+07,972.0776,19.09722,4.575376,8.203631,-6.419995E-02,--,0.318287,0.5607696,49.49951,1385.901,47.13334,5.603028E-04,0,0,43.35,1013975,175.8174,0,0,0,0,0,--,0,55.9,355664,143.844,5.603028E-04,0,0,47.71667,0.3525238,48.49854,1357.874,47.65,1173072,330.2951,0.0369873,0,0,4893.017,4.931641E-02,0,0,7555.967,130.0134,48.99902,1459.1,10021.95,146,47.99805,1428.2,12217.2,1.217041E-02,0,0,5551.783,1.586933E+07,1000.605,4.393085,2.143573,0.2038122,--,0,0,0,0,5.310059E-03,0,0,8.05,0.0534668,0,0,29.1,79.25562,42.48352,1265.614,31.11667,0.0534668,0,0,29.93333,7082167,176.577,0.4649595,4.534505,3.281474,3.287022,-1.085069E-02
20250607_000629,0.6531372,0,0,18.25,0,0,0,0,1.501465E-02,0,0,0,183.0933,42.22277,1262.214,--,1.609212E+07,961.9503,18.33768,4.589844,8.209708,-6.329572E-02,--,0.2459491,0.560863,49.49951,1385.901,47.15,5.603028E-04,0,0,43.35,1013978,174.0813,0,0,0,0,0,--,0,55.9,355664,149.197,5.603028E-04,0,0,47.71667,0.3532709,48.49854,1357.874,47.66667,1173077,292.2815,0.0369873,0,0,4893.017,0.0369873,0,0,7555.967,129.2114,48.99902,1459.1,10021.97,145.9465,47.97363,1428.109,12217.22,1.217041E-02,0,0,5551.783,1.586934E+07,1001.222,4.371021,2.119104,0.2067057,--,0,0,0,0,5.310059E-03,0,0,8.05,0.0534668,0,0,29.1,78.73877,42.48657,1265.614,31.13333,0.0534668,0,0,29.93333,7082170,173.4664,0.4595341,4.53776,3.293229,3.301454,5.425347E-04
20250607_000729,0.6531372,0,0,18.25,0,0,0,0,2.252197E-02,0,0,0,183.5461,42.22774,1262.032,--,1.609214E+07,969.0394,18.44618,4.566334,8.183883,-6.221065E-02,--,0.2965856,0.558435,49.49951,1385.901,47.16667,5.603028E-04,0,0,43.35,1013981,176.1429,0,0,0,0,0,--,0,55.9,355664,146.9184,5.603028E-04,0,0,47.71667,0.3518701,48.49854,1357.874,47.68333,1173082,271.7375,4.931641E-02,0,0,4893.017,0.0369873,0,0,7555.967,130.6729,48.99902,1459.1,10021.98,145.9822,48.00415,1428.746,12217.23,1.217041E-02,0,0,5551.783,1.586936E+07,1007.577,4.396339,2.125926,0.2047164,--,0,0,0,0,5.310059E-03,0,0,8.05,0.0534668,0,0,29.1,78.64966,42.51099,1265.614,31.15,0.0534668,0,0,29.93333,7082173,176.577,0.4627894,4.542101,3.313664,3.327734,-6.148727E-03
20250607_000829,0.6756592,0,0,18.25,0,0,0,0,2.252197E-02,0,0,0,183.5138,42.23768,1262.304,--,1.609215E+07,967.8819,18.55469,4.53559,8.198568,-6.058305E-02,--,0.2640336,0.5611432,49.49951,1385.901,47.18333,5.603028E-04,0,0,43.35,1013984,173.9728,0,0,0,0,0,--,0,55.9,355664,143.6632,5.603028E-04,0,0,47.71667,0.3534576,48.49854,1357.874,47.7,1173088,383.4274,0.0369873,0,0,4893.017,4.931641E-02,0,0,7555.967,130.1025,48.99902,1459.1,10022,146.0891,47.995,1428.564,12217.25,1.217041E-02,0,0,5551.783,1.586937E+07,1002.723,4.402127,2.131858,0.2045356,--,0,0,0,0,5.310059E-03,0,0,8.05,0.0534668,0,0,29.1,78.72095,42.51404,1265.614,31.16667,0.0534668,0,0,29.93333,7082176,175.7813,0.4562789,4.544632,3.324877,3.345811,-1.808449E-03
20250607_000929,0.6606445,0,0,18.25,0,0,0,0,2.252197E-02,0,0,0,183.8049,42.2178,1262.032,--,1.609217E+07,958.6227,18.01215,4.542824,8.193504,-6.202981E-02,--,0.2821181,0.5605829,49.49951,1385.901,47.2,5.603028E-04,0,0,43.35,1013987,177.8429,0,0,0,0,0,--,0,55.9,355664,145.6887,5.603028E-04,0,0,47.71667,0.353551,48.49854,1357.874,47.71667,1173093,327.7995,4.931641E-02,0,0,4893.017,0.0369873,0,0,7555.967,129.9956,48.99902,1459.1,10022.02,146.1604,48.03162,1429.473,12217.27,1.217041E-02,0,0,5551.783,1.586939E+07,1000.428,4.385851,2.125777,0.2030888,--,0,0,0,0,5.310059E-03,0,0,8.05,0.0534668,0,0,29.1,78.5249,42.49573,1265.614,31.18333,0.0534668,0,0,29.93333,7082179,168.9815,0.4454283,4.538484,3.366471,3.360395,-1.446759E-03
